"","Cases","Year"
"1",0,2017
"2",1,2017.01923076923
"3",2,2017.03846153846
"4",0,2017.05769230769
"5",0,2017.07692307692
"6",2,2017.09615384615
"7",0,2017.11538461538
"8",1,2017.13461538462
"9",5,2017.15384615385
"10",1,2017.17307692308
"11",3,2017.19230769231
"12",0,2017.21153846154
"13",0,2017.23076923077
"14",2,2017.25
"15",0,2017.26923076923
"16",1,2017.28846153846
"17",0,2017.30769230769
"18",2,2017.32692307692
"19",1,2017.34615384615
"20",0,2017.36538461538
"21",0,2017.38461538462
"22",2,2017.40384615385
"23",1,2017.42307692308
"24",0,2017.44230769231
"25",0,2017.46153846154
"26",1,2017.48076923077
"27",5,2017.5
"28",0,2017.51923076923
"29",1,2017.53846153846
"30",1,2017.55769230769
"31",6,2017.57692307692
"32",0,2017.59615384615
"33",1,2017.61538461538
"34",3,2017.63461538462
"35",0,2017.65384615385
"36",1,2017.67307692308
"37",0,2017.69230769231
"38",2,2017.71153846154
"39",0,2017.73076923077
"40",3,2017.75
"41",4,2017.76923076923
"42",1,2017.78846153846
"43",1,2017.80769230769
"44",0,2017.82692307692
"45",2,2017.84615384615
"46",1,2017.86538461538
"47",0,2017.88461538462
"48",0,2017.90384615385
"49",1,2017.92307692308
"50",2,2017.94230769231
"51",0,2017.96153846154
"52",3,2017.98076923077
"53",0,2018
"54",0,2018.01923076923
"55",0,2018.03846153846
"56",1,2018.05769230769
"57",1,2018.07692307692
"58",0,2018.09615384615
"59",3,2018.11538461538
"60",0,2018.13461538462
"61",2,2018.15384615385
"62",0,2018.17307692308
"63",5,2018.19230769231
"64",9,2018.21153846154
"65",5,2018.23076923077
"66",1,2018.25
"67",3,2018.26923076923
"68",3,2018.28846153846
"69",3,2018.30769230769
"70",2,2018.32692307692
"71",4,2018.34615384615
"72",8,2018.36538461538
"73",1,2018.38461538462
"74",3,2018.40384615385
"75",4,2018.42307692308
"76",3,2018.44230769231
"77",7,2018.46153846154
"78",10,2018.48076923077
"79",2,2018.5
"80",3,2018.51923076923
"81",1,2018.53846153846
"82",8,2018.55769230769
"83",0,2018.57692307692
"84",6,2018.59615384615
"85",4,2018.61538461538
"86",3,2018.63461538462
"87",4,2018.65384615385
"88",3,2018.67307692308
"89",5,2018.69230769231
"90",2,2018.71153846154
"91",7,2018.73076923077
"92",0,2018.75
"93",2,2018.76923076923
"94",3,2018.78846153846
"95",1,2018.80769230769
"96",1,2018.82692307692
"97",4,2018.84615384615
"98",8,2018.86538461538
"99",6,2018.88461538462
"100",1,2018.90384615385
"101",3,2018.92307692308
"102",4,2018.94230769231
"103",16,2018.96153846154
"104",6,2018.98076923077
"105",1,2019
"106",0,2019.01923076923
"107",1,2019.03846153846
"108",2,2019.05769230769
"109",6,2019.07692307692
"110",2,2019.09615384615
"111",3,2019.11538461538
"112",10,2019.13461538462
"113",0,2019.15384615385
"114",12,2019.17307692308
"115",13,2019.19230769231
"116",0,2019.21153846154
