"","Cases","Year"
"1",17,2017
"2",77,2017.01923076923
"3",17,2017.03846153846
"4",20,2017.05769230769
"5",44,2017.07692307692
"6",30,2017.09615384615
"7",27,2017.11538461538
"8",19,2017.13461538462
"9",11,2017.15384615385
"10",13,2017.17307692308
"11",4,2017.19230769231
"12",3,2017.21153846154
"13",25,2017.23076923077
"14",12,2017.25
"15",15,2017.26923076923
"16",1,2017.28846153846
"17",7,2017.30769230769
"18",5,2017.32692307692
"19",9,2017.34615384615
"20",23,2017.36538461538
"21",11,2017.38461538462
"22",3,2017.40384615385
"23",17,2017.42307692308
"24",7,2017.44230769231
"25",13,2017.46153846154
"26",42,2017.48076923077
"27",116,2017.5
"28",4,2017.51923076923
"29",380,2017.53846153846
"30",6,2017.55769230769
"31",7,2017.57692307692
"32",334,2017.59615384615
"33",36,2017.61538461538
"34",173,2017.63461538462
"35",2,2017.65384615385
"36",90,2017.67307692308
"37",17,2017.69230769231
"38",290,2017.71153846154
"39",13,2017.73076923077
"40",56,2017.75
"41",28,2017.76923076923
"42",1,2017.78846153846
"43",0,2017.80769230769
"44",0,2017.82692307692
"45",159,2017.84615384615
"46",71,2017.86538461538
"47",23,2017.88461538462
"48",9,2017.90384615385
"49",101,2017.92307692308
"50",45,2017.94230769231
"51",2,2017.96153846154
"52",14,2017.98076923077
"53",6,2018
"54",12,2018.01923076923
"55",4,2018.03846153846
"56",50,2018.05769230769
"57",14,2018.07692307692
"58",135,2018.09615384615
"59",22,2018.11538461538
"60",36,2018.13461538462
"61",3,2018.15384615385
"62",95,2018.17307692308
"63",22,2018.19230769231
"64",22,2018.21153846154
"65",22,2018.23076923077
"66",22,2018.25
"67",22,2018.26923076923
"68",4,2018.28846153846
"69",67,2018.30769230769
"70",4,2018.32692307692
"71",67,2018.34615384615
"72",8,2018.36538461538
"73",22,2018.38461538462
"74",4,2018.40384615385
"75",95,2018.42307692308
"76",1,2018.44230769231
"77",67,2018.46153846154
"78",168,2018.48076923077
"79",91,2018.5
"80",13,2018.51923076923
"81",45,2018.53846153846
"82",196,2018.55769230769
"83",145,2018.57692307692
"84",92,2018.59615384615
"85",217,2018.61538461538
"86",168,2018.63461538462
"87",106,2018.65384615385
"88",91,2018.67307692308
"89",260,2018.69230769231
"90",9,2018.71153846154
"91",123,2018.73076923077
"92",10,2018.75
"93",8,2018.76923076923
"94",22,2018.78846153846
"95",66,2018.80769230769
"96",68,2018.82692307692
"97",25,2018.84615384615
"98",13,2018.86538461538
"99",8,2018.88461538462
