"","Cases","Year"
"1",1,2017
"2",2,2017.01923076923
"3",2,2017.03846153846
"4",4,2017.05769230769
"5",4,2017.07692307692
"6",5,2017.09615384615
"7",4,2017.11538461538
"8",1,2017.13461538462
"9",17,2017.15384615385
"10",4,2017.17307692308
"11",7,2017.19230769231
"12",1,2017.21153846154
"13",4,2017.23076923077
"14",10,2017.25
"15",0,2017.26923076923
"16",7,2017.28846153846
"17",5,2017.30769230769
"18",7,2017.32692307692
"19",1,2017.34615384615
"20",4,2017.36538461538
"21",3,2017.38461538462
"22",9,2017.40384615385
"23",6,2017.42307692308
"24",5,2017.44230769231
"25",7,2017.46153846154
"26",12,2017.48076923077
"27",0,2017.5
"28",2,2017.51923076923
"29",3,2017.53846153846
"30",4,2017.55769230769
"31",10,2017.57692307692
"32",0,2017.59615384615
"33",5,2017.61538461538
"34",4,2017.63461538462
"35",2,2017.65384615385
"36",10,2017.67307692308
"37",2,2017.69230769231
"38",4,2017.71153846154
"39",10,2017.73076923077
"40",9,2017.75
"41",1,2017.76923076923
"42",7,2017.78846153846
"43",7,2017.80769230769
"44",11,2017.82692307692
"45",4,2017.84615384615
"46",2,2017.86538461538
"47",1,2017.88461538462
"48",5,2017.90384615385
"49",10,2017.92307692308
"50",3,2017.94230769231
"51",2,2017.96153846154
"52",4,2017.98076923077
"53",2,2018
"54",1,2018.01923076923
"55",0,2018.03846153846
"56",7,2018.05769230769
"57",6,2018.07692307692
"58",2,2018.09615384615
"59",5,2018.11538461538
"60",8,2018.13461538462
"61",0,2018.15384615385
"62",4,2018.17307692308
"63",5,2018.19230769231
"64",4,2018.21153846154
"65",4,2018.23076923077
"66",4,2018.25
"67",4,2018.26923076923
"68",2,2018.28846153846
"69",4,2018.30769230769
"70",5,2018.32692307692
"71",4,2018.34615384615
"72",10,2018.36538461538
"73",7,2018.38461538462
"74",4,2018.40384615385
"75",9,2018.42307692308
"76",14,2018.44230769231
"77",2,2018.46153846154
"78",2,2018.48076923077
"79",2,2018.5
"80",8,2018.51923076923
"81",11,2018.53846153846
"82",6,2018.55769230769
"83",7,2018.57692307692
"84",5,2018.59615384615
"85",7,2018.61538461538
"86",3,2018.63461538462
"87",1,2018.65384615385
"88",3,2018.67307692308
"89",8,2018.69230769231
"90",1,2018.71153846154
"91",9,2018.73076923077
"92",6,2018.75
"93",6,2018.76923076923
"94",7,2018.78846153846
"95",8,2018.80769230769
"96",8,2018.82692307692
"97",8,2018.84615384615
"98",7,2018.86538461538
"99",8,2018.88461538462
"100",8,2018.90384615385
"101",5,2018.92307692308
"102",4,2018.94230769231
"103",6,2018.96153846154
"104",2,2018.98076923077
"105",0,2019
"106",3,2019.01923076923
"107",2,2019.03846153846
"108",1,2019.05769230769
"109",10,2019.07692307692
"110",6,2019.09615384615
"111",1,2019.11538461538
"112",9,2019.13461538462
"113",9,2019.15384615385
"114",1,2019.17307692308
"115",8,2019.19230769231
"116",5,2019.21153846154
"117",5,2019.23076923077
"118",3,2019.25
"119",4,2019.26923076923
"120",8,2019.28846153846
"121",6,2019.30769230769
"122",10,2019.32692307692
"123",6,2019.34615384615
"124",6,2019.36538461538
"125",6,2019.38461538462
"126",5,2019.40384615385
"127",7,2019.42307692308
"128",6,2019.44230769231
"129",10,2019.46153846154
"130",4,2019.48076923077
"131",10,2019.5
"132",8,2019.51923076923
"133",13,2019.53846153846
"134",5,2019.55769230769
"135",14,2019.57692307692
"136",4,2019.59615384615
"137",3,2019.61538461538
"138",8,2019.63461538462
"139",6,2019.65384615385
"140",7,2019.67307692308
"141",8,2019.69230769231
"142",8,2019.71153846154
"143",6,2019.73076923077
"144",5,2019.75
"145",9,2019.76923076923
"146",6,2019.78846153846
"147",4,2019.80769230769
"148",2,2019.82692307692
"149",5,2019.84615384615
"150",3,2019.86538461538
"151",4,2019.88461538462
"152",4,2019.90384615385
"153",2,2019.92307692308
"154",10,2019.94230769231
"155",9,2019.96153846154
"156",4,2019.98076923077
"157",0,2020
"158",4,2020.01923076923
"159",7,2020.03846153846
"160",3,2020.05769230769
"161",2,2020.07692307692
"162",6,2020.09615384615
"163",1,2020.11538461538
"164",11,2020.13461538462
"165",7,2020.15384615385
"166",8,2020.17307692308
"167",1,2020.19230769231
"168",2,2020.21153846154
"169",4,2020.23076923077
"170",4,2020.25
"171",4,2020.26923076923
